ISSUER,full_name,vote_raw,against_reason,investor,vote
Ashtead Group,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
AstraZeneca,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Aviva,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
B&M European Value Retail,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Barclays,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Berkeley Group Holdings,Approve Remuneration Report,Against,No comment available,BNP Paribas Asset Management France SAS,AGAINST
BP Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
British Land Co,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Bunzl Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Centrica,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Compass Group Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
ConvaTec Group,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Croda International Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
DCC Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Diageo Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Experian Plc,Approve Remuneration Report,Against,No comment available,BNP Paribas Asset Management France SAS,AGAINST
Halma Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
HSBC Holdings Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Informa Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
InterContinental Hotels Group Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
International Consolidated Airlines Group SA,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Intertek Group Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
JD Sports Fashion Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Land Securities Group Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Legal & General Group Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Lloyds Banking Group Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
London Stock Exchange Group Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Mondi Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
National Grid Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Natwest Group Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Next Plc,Approve Remuneration Report,Against,No comment available,BNP Paribas Asset Management France SAS,AGAINST
Pearson Plc,Approve Remuneration Report,Against,No comment available,BNP Paribas Asset Management France SAS,AGAINST
Phoenix Group Holdings,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Reckitt Benckiser Group Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Relx Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Rio Tinto,Approve Remuneration Report for UK Law Purposes,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Rio Tinto,Approve Remuneration Report for Australian Law Purposes,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Sage Group (The Sage Group Plc),Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Sainsbury /(J Sainsbury Plc),Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Schroders Plc,Approve Remuneration Report,Against,No comment available,BNP Paribas Asset Management France SAS,AGAINST
Segro,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Severn Trent Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Spirax-Sarco Engineering,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
SSE Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Tesco Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Unite Group Plc (The Unite Group Plc),Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
United Utilities Group Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Vodafone Group Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Weir Group Plc (The Weir Group Plc),Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
Whitbread Plc,Approve Remuneration Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
WPP Plc,Approve Compensation Committee Report,For,No comment available,BNP Paribas Asset Management France SAS,FOR
AstraZeneca,Approve Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
BAE Systems Plc,Directors' Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
Barratt Developments,Approve Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
Beazley,Approve Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
BP Plc,Approve Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
British American Tobacco Plc,To approve the Directors' remuneration report for the year ended 31 December 2023.,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
Endeavour Mining Plc,Approve Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
Entain Plc,Approve Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
Flutter Entertainment Plc,Approve Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
Glencore Plc,To approve the Directors' Remuneration Report (excluding the Directors' Remuneration Policy) as set out in the 2023 Annual Report.,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
Hiscox Ltd,Approve Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
Informa Plc,Approve Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
JD Sports Fashion Plc,Approve Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
Melrose Industries Plc,Approve Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
Natwest Group Plc,Approve Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
Rio Tinto,Approve Remuneration Report for UK Law Purposes,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
Rio Tinto,Approve Remuneration Report for Australian Law Purposes,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
Smith & Nephew Plc,Approve Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
SSE Plc,Approve Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
Tesco Plc,Approve Remuneration Report,For,No comment available,"Boston Partners Global Investors, Inc.",FOR
Barclays,Approve Remuneration Report,For,No comment available,Brandes Investment Partners LP,FOR
BP Plc,Approve Remuneration Report,For,No comment available,Brandes Investment Partners LP,FOR
GSK Plc,Approve Remuneration Report,Against,No comment available,Brandes Investment Partners LP,AGAINST
HSBC Holdings Plc,Approve Remuneration Report,For,No comment available,Brandes Investment Partners LP,FOR
Imperial Brands Plc,To approve the Directors' Remuneration Report for the financial year ended 30 September 2023.,For,No comment available,Brandes Investment Partners LP,FOR
Kingfisher Plc,Approve Remuneration Report,For,No comment available,Brandes Investment Partners LP,FOR
Natwest Group Plc,Approve Remuneration Report,For,No comment available,Brandes Investment Partners LP,FOR
Reckitt Benckiser Group Plc,Approve Remuneration Report,For,No comment available,Brandes Investment Partners LP,FOR
Rolls-Royce Holdings,Approve Remuneration Report,For,No comment available,Brandes Investment Partners LP,FOR
Sainsbury /(J Sainsbury Plc),Approve Remuneration Report,For,No comment available,Brandes Investment Partners LP,FOR
Smith & Nephew Plc,Approve Remuneration Report,For,No comment available,Brandes Investment Partners LP,FOR
St. James's Place Plc,Approve Remuneration Report,For,No comment available,Brandes Investment Partners LP,FOR
Tesco Plc,Approve Remuneration Report,For,No comment available,Brandes Investment Partners LP,FOR
WPP Plc,Approve Compensation Committee Report,For,No comment available,Brandes Investment Partners LP,FOR
3i Group,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Abrdn Plc,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Admiral Group Plc,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Airtel Africa Plc,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Anglo American Plc,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Antofagasta Plc,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Ashtead Group,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Associated British Foods,Approve Remuneration Report,Against,No comments available,California State Teachers' Retirement System,AGAINST
AstraZeneca,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Auto Trader Group,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Aviva,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
B&M European Value Retail,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
BAE Systems Plc,Directors' Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Barclays,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Barratt Developments,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Beazley,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Berkeley Group Holdings,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
BP Plc,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
British Land Co,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
BT Group Plc,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Bunzl Plc,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Burberry Group Plc,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Centrica,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Compass Group Plc,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
ConvaTec Group,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Croda International Plc,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
DCC Plc,Approve Remuneration Report,Against,No comments available,California State Teachers' Retirement System,AGAINST
Diageo Plc,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
DS Smith Plc,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
Endeavour Mining Plc,Approve Remuneration Report,For,No comments available,California State Teachers' Retirement System,FOR
